City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Abu Kamal,34.4506,40.9171,66.63,24,6,6.73,SY,1618534071
Benjamín Aceval,-24.9667,-57.5667,80.6,74,75,9.22,PY,1618534078
Buala,-8.145,159.5921,85.75,69,29,3.62,SB,1618534084
Dvurechensk,56.5982,61.0953,42.8,75,20,13.42,RU,1618534091
Usinsk,65.9939,57.5281,20.07,77,100,13.85,RU,1618534098
Maraã,-1.8333,-65.3667,77.86,77,89,1.01,BR,1618534104
Ojinaga,29.5667,-104.4167,87.8,8,1,3.44,MX,1618534111
Pangnirtung,66.1451,-65.7125,-12.15,87,16,7.4,CA,1618534117
Cherskiy,68.75,161.3,24.15,89,100,12.91,RU,1618534124
Salalah,17.0151,54.0924,78.8,73,0,3.44,OM,1618534130
Bay-Khaak,51.1667,94.5,39.38,49,6,2.26,RU,1618534136
Ostrovnoy,68.0531,39.5131,29.17,97,100,4.76,RU,1618534143
Kawalu,-7.3817,108.2082,76.96,83,92,1.01,ID,1618534149
Porto Velho,-8.7619,-63.9039,78.8,94,40,1.28,BR,1618534156
Shahrud,36.4182,54.9763,53.92,61,5,4.41,IR,1618534035
Henties Bay,-22.116,14.2845,73.38,59,100,5.86,NA,1618534169
Okha,53.5739,142.9478,31.51,86,8,9.89,RU,1618534175
Anito,12.4497,125.2886,80.38,88,100,8.5,PH,1618534182
Bethel,41.3712,-73.414,45.0,95,100,3.0,US,1618534188
São Filipe,14.8961,-24.4956,72.55,73,0,13.27,CV,1618534195
Marsá Maţrūḩ,31.3525,27.2453,62.6,63,0,8.05,EG,1618534201
Moose Factory,51.2585,-80.6094,32.0,86,90,11.5,CA,1618534208
Touros,-5.1989,-35.4608,77.0,88,20,5.75,BR,1618534214
Palana,59.1167,159.9667,25.99,75,100,18.34,RU,1618534221
Talnakh,69.4865,88.3972,-16.4,96,93,17.78,RU,1618534227
Erzin,36.9559,36.2,59.0,81,100,2.75,TR,1618534234
Venado Tuerto,-33.7456,-61.9688,66.0,99,0,1.99,AR,1618534240
Vorukh,39.8494,70.5838,48.65,55,56,6.69,TJ,1618534253
Haines Junction,60.7522,-137.5108,48.2,37,54,6.91,CA,1618534259
Kiruna,67.8557,20.2251,28.4,74,15,5.75,SE,1618534266
Nanning,22.8167,108.3167,69.8,88,90,6.71,CN,1618534272
Purpe,64.4803,76.6897,-0.0,76,13,5.99,RU,1618534279
Ozernovskiy,51.5,156.5167,31.03,70,100,16.73,RU,1618534285
Shelburne,44.0787,-80.2041,39.0,96,100,10.31,CA,1618534292
Malbork,54.0359,19.0266,41.0,85,100,8.95,PL,1618534298
Kaoma,-14.7833,24.8,59.77,71,49,5.08,ZM,1618534305
Tromsø,69.6496,18.957,39.2,75,75,16.11,NO,1618534311
Hasaki,35.7333,140.8333,57.2,62,75,8.05,JP,1618534318
Forestville,38.8451,-76.875,55.0,40,90,17.27,US,1618534324
Klaksvík,62.2266,-6.589,44.6,87,21,18.41,FO,1618534331
Allada,6.6655,2.1514,84.2,79,40,10.36,BJ,1618534344
Severo-Kuril'sk,50.6789,156.125,31.8,71,98,21.34,RU,1618534350
Qaqortoq,60.7167,-46.0333,30.2,37,75,17.27,GL,1618534357
Nortelândia,-14.4547,-56.8028,74.95,79,82,2.46,BR,1618534363
Port Hawkesbury,45.6169,-61.3485,36.0,86,1,3.44,CA,1618534370
Vrangel',42.7297,133.0839,42.46,80,100,15.95,RU,1618534376
Iranshahr,27.2025,60.6848,73.4,28,0,6.91,IR,1618534383
Seydi,39.4816,62.9137,63.61,22,0,3.96,TM,1618534389
Amalāpuram,16.5833,82.0167,78.8,73,61,5.75,IN,1618534396
Matara,5.9485,80.5353,76.77,88,100,4.54,LK,1618534402
Khoy,38.5504,44.9535,52.41,38,11,3.27,IR,1618534409
Srednekolymsk,67.45,153.6833,16.07,85,100,8.99,RU,1618534415
Bubaque,11.2833,-15.8333,76.96,73,0,9.26,GW,1618534421
Angoche,-16.2325,39.9086,73.0,86,20,8.14,MZ,1618534428
Copiapó,-27.3667,-70.3333,60.8,77,90,5.75,CL,1618534434
Luanda,-8.8368,13.2343,80.6,89,75,5.75,AO,1618534261
San Carlos del Zulia,9.0,-71.9135,78.75,83,42,3.2,VE,1618534447
Mahon,39.8885,4.2658,51.8,76,40,6.91,ES,1618534454
Bielsk Podlaski,52.7651,23.1865,41.0,89,100,4.0,PL,1618534460
Mayo,38.8876,-76.5119,54.0,51,99,7.0,US,1618534467
Bayonet Point,28.3267,-82.6834,73.99,84,100,10.67,US,1618534473
Bentiu,9.2333,29.8333,82.13,12,100,2.44,SS,1618534481
Olafsvik,64.8945,-23.7142,43.97,94,99,17.6,IS,1618534487
Mackay,-21.15,149.2,81.0,69,40,11.5,AU,1618534500
Saldanha,-33.0117,17.9442,69.8,52,8,6.91,ZA,1618534507
Shizunai-furukawachō,42.3339,142.3669,45.57,64,96,9.24,JP,1618534513
Kiryat Gat,31.61,34.7642,66.0,84,100,1.99,IL,1618534502
Grand Gaube,-20.0064,57.6608,78.01,85,71,5.01,MU,1618534507
Bukachacha,52.9833,116.9167,37.35,31,0,5.26,RU,1618534532
Bangsund,64.3968,11.3949,42.01,84,85,5.99,NO,1618534539
Port Macquarie,-31.4333,152.9167,73.99,42,76,3.0,AU,1618534388
Yatou,37.15,122.3833,54.14,32,43,16.24,CN,1618534552
Adrar,20.5022,-10.0711,74.68,22,80,11.34,MR,1618534558
Sistranda,63.7256,8.834,39.2,93,0,8.05,NO,1618534565
Nautla,20.2167,-96.7833,78.93,81,87,11.99,MX,1618534572
Brae,60.3964,-1.353,44.6,70,75,11.5,GB,1618534578
Ust'-Omchug,61.15,149.6333,18.28,78,100,6.89,RU,1618534585
Deloraine,-41.5333,146.6667,55.0,58,5,1.99,AU,1618534591
Lucan,53.3592,-6.4389,39.2,70,20,4.61,IE,1618534501
Boddam,57.4667,-1.7833,39.0,87,17,8.05,GB,1618534604
Pemangkat,1.1667,108.9667,80.2,80,100,4.23,ID,1618534610
Vila do Maio,15.1333,-23.2167,69.8,78,40,20.71,CV,1618534617
Pervomayskiy,53.2485,40.2871,50.0,68,100,1.7,RU,1618534623
Tanout,14.9709,8.8879,77.97,7,0,10.63,NE,1618534630
Gijón,43.5357,-5.6615,45.0,70,0,5.75,ES,1618534636
Hearst,49.6835,-83.6665,28.4,93,100,9.22,CA,1618534643
Basco,20.4487,121.9702,79.32,76,11,10.2,PH,1618534649
Cascais,38.6979,-9.4215,61.0,85,24,8.46,PT,1618534662
Nikolskoye,59.7035,30.7861,37.4,60,0,8.95,RU,1618534669
Rongcheng,30.634,117.8517,69.04,72,99,1.92,CN,1618534675
Laguna,38.421,-121.4238,75.99,17,1,5.75,US,1618534682
Galle,6.0367,80.217,79.74,80,99,4.54,LK,1618534684
Chipinge,-20.1883,32.6236,57.24,69,36,2.46,ZW,1618534701
Kabinda,-6.1333,24.4833,66.13,95,61,3.51,CD,1618534708
Arrondissement de Perpignan,42.75,2.75,46.99,49,0,5.75,FR,1618534714
Niquelândia,-14.4739,-48.4597,71.83,61,65,2.37,BR,1618534721
Malakal,9.5334,31.6605,84.07,12,99,6.31,SS,1618534727
Kruisfontein,-34.0033,24.7314,61.0,67,100,3.0,ZA,1618534734
Bambanglipuro,-7.95,110.2833,80.28,78,45,1.81,ID,1618534740
Baykit,61.67,96.37,31.41,86,100,13.18,RU,1618534747
Manga,11.6636,-1.0731,91.72,21,50,2.37,BF,1618534753
Kehychivka,49.2866,35.7615,44.53,92,100,12.1,UA,1618534631
Poso,-1.3959,120.7524,83.71,66,84,1.74,ID,1618534748
Kutum,14.2,24.6667,66.81,11,72,8.28,SD,1618534773
Yar-Sale,66.8333,70.8333,-6.39,89,7,9.66,RU,1618534779
Genhe,50.7833,121.5167,32.25,59,100,13.89,CN,1618534786
Caravelas,-17.7125,-39.2481,72.84,75,9,6.69,BR,1618534792
Arrondissement de Vannes,47.8333,-2.5,37.4,81,0,9.22,FR,1618534799
Teplá,49.98,12.8643,32.0,80,90,6.91,CZ,1618534806
Bestöbe,52.4994,73.0975,45.45,61,0,8.81,KZ,1618534813
Itarema,-2.9248,-39.9167,77.85,87,90,10.54,BR,1618534819
Carutapera,-1.195,-46.02,75.94,93,97,5.95,BR,1618534826
Broome,42.2506,-75.833,41.0,87,90,9.22,US,1618534832
Tucuruí,-3.7661,-49.6725,74.59,94,100,2.68,BR,1618534839
Cajati,-24.7361,-48.1228,68.68,88,99,1.99,BR,1618534846
Sri Aman,1.2376,111.4621,77.0,94,20,4.61,MY,1618534852
Acapulco de Juárez,16.8634,-99.8901,82.4,74,75,8.05,MX,1618534859
Halvad,23.0167,71.1833,75.72,75,0,8.84,IN,1618534865
Mount Isa,-20.7333,139.5,86.0,21,0,9.22,AU,1618534851
Leningradskiy,69.3833,178.4167,30.4,72,100,9.62,RU,1618534878
Kupang,-10.1667,123.5833,80.6,68,28,6.24,ID,1618534884
Saint-Donat-de-Montcalm,46.3187,-74.2219,44.6,100,100,11.77,CA,1618534891
Udachny,66.4167,112.4,23.5,91,100,23.91,RU,1618534897
Río Cuarto,-33.1307,-64.3499,69.8,64,0,4.61,AR,1618534904
Kiama,-34.6833,150.8667,64.4,55,40,17.27,AU,1618534911
Santiago de Cuba,20.0247,-75.8219,78.8,65,20,3.44,CU,1618534813
Nishihara,26.1842,127.7558,73.4,83,90,8.05,JP,1618534923
Malinyi,-8.9333,36.1333,68.67,97,90,0.87,TZ,1618534930
Fano,43.8204,13.0121,39.99,87,8,3.44,IT,1618534936
Albemarle,35.3501,-80.2001,59.0,67,1,4.61,US,1618534943
Neepawa,50.2289,-99.4664,41.0,70,90,2.3,CA,1618534949
Beringovskiy,63.05,179.3167,34.21,95,100,9.28,RU,1618534956
Pangai,-19.8,-174.35,82.4,78,75,6.91,TO,1618534962
Luau,-10.7073,22.2247,62.46,95,91,3.78,AO,1618534969
Inawashiro,37.5667,140.1167,57.99,58,40,13.8,JP,1618534975
Dingle,10.9995,122.6711,83.68,70,100,8.12,PH,1618534982
Snezhnogorsk,69.1933,33.2531,35.6,75,0,4.47,RU,1618534988
Assaí,-23.3733,-50.8414,71.6,60,0,7.47,BR,1618534995
Umba,66.6871,34.3429,32.63,92,93,10.18,RU,1618535002
Gongzhuling,43.5008,124.8198,43.0,66,99,23.15,CN,1618535008
Hōjō,33.9766,132.7777,59.0,67,40,13.8,JP,1618535015
Tarquinia,42.2482,11.7553,42.01,80,100,1.99,IT,1618535021
Marawi,7.9986,124.2928,82.0,84,100,5.99,PH,1618535028
Río Gallegos,-51.6226,-69.2181,57.2,38,0,24.16,AR,1618534943
La Ronge,55.1001,-105.2842,50.0,32,47,10.36,CA,1618535040
Aitape,-3.1374,142.3475,85.24,66,100,3.47,PG,1618535047
Ukiah,39.1502,-123.2078,69.8,35,1,4.61,US,1618535053
Novo Cruzeiro,-17.4681,-41.8753,59.68,95,30,2.53,BR,1618535060
Noyabrsk,63.1994,75.4507,14.22,80,97,21.83,RU,1618535066
Broken Hill,-31.95,141.4333,60.8,59,0,14.97,AU,1618535073
Rocha,-34.4833,-54.3333,63.09,92,50,4.88,UY,1618535079
Opuwo,-18.0607,13.84,68.54,60,99,0.92,NA,1618535086
Westport,41.1415,-73.3579,45.0,93,90,9.22,US,1618534841
Freetown,8.484,-13.2299,79.07,86,92,7.61,SL,1618535099
Banes,20.9625,-75.7186,75.2,64,0,10.36,CU,1618535105
Sorong,-0.8833,131.25,84.07,69,100,12.39,ID,1618535112
Senno,59.5336,33.9167,33.67,80,94,8.25,RU,1618535118
Aktau,43.65,51.2,53.6,71,0,15.66,KZ,1618535125
Lavrentiya,65.5833,-171.0,19.29,89,99,7.18,RU,1618535138
Tommot,58.9564,126.2925,31.12,75,99,12.19,RU,1618535144
Tucupita,9.0622,-62.051,76.17,86,58,6.26,VE,1618535151
Wanaka,-44.7,169.15,48.49,88,100,4.59,NZ,1618535157
Mareeba,-17.0,145.4333,86.0,78,10,8.99,AU,1618535164
Belaya Gora,68.5333,146.4167,7.16,89,100,5.23,RU,1618535170
Kapfenberg,47.454,15.2702,33.01,73,90,3.91,AT,1618535177
Maniwaki,46.3834,-75.966,46.4,93,100,4.05,CA,1618535183
Beloha,-25.1667,45.05,69.98,92,8,5.97,MG,1618535196
Nizwá,22.9333,57.5333,75.81,26,27,2.06,OM,1618535203
Necochea,-38.5473,-58.7368,55.99,95,2,5.7,AR,1618534990
Avera,33.194,-82.5271,64.4,55,1,6.91,US,1618535216
Berdigestyakh,62.0989,126.6992,28.44,88,98,6.89,RU,1618535222
Pozoblanco,38.3791,-4.8483,53.6,94,0,1.14,ES,1618535229
Hvide Sande,56.0045,8.1294,32.0,78,57,11.36,DK,1618535235
Altagracia de Orituco,9.8601,-66.3814,77.13,83,96,2.33,VE,1618535242
Deputatsky,69.3,139.9,4.01,84,79,3.0,RU,1618535248
Acaraú,-2.8856,-40.12,78.17,87,90,11.39,BR,1618535255
Kampen,52.555,5.9111,34.0,88,15,6.38,NL,1618535267
Bandar-e Lengeh,26.5579,54.8807,73.4,68,96,4.61,IR,1618535235
Linguère,15.3953,-15.1193,84.2,51,0,6.91,SN,1618535280
Severnyy,50.677,36.5532,42.8,100,90,6.71,RU,1618535287
Dickinson,29.4608,-95.0513,70.0,78,90,8.05,US,1618535293
Kang,-23.6752,22.7876,70.66,33,98,7.58,BW,1618535300
Beidao,34.5686,105.8933,54.0,36,100,2.84,CN,1618535306
Ulety,51.3572,112.4849,33.78,47,50,8.63,RU,1618535319
Lima,-12.0432,-77.0282,69.01,88,90,9.22,PE,1618534863
Balaipungut,1.05,101.2833,77.0,88,20,3.58,ID,1618535332
Ust'-Koksa,50.2696,85.6108,39.72,75,3,1.21,RU,1618535338
Tarata,-17.6167,-66.0167,56.75,79,3,4.65,BO,1618535345
Tura,25.5198,90.2201,79.97,45,22,5.32,IN,1618535351
Rome,43.2128,-75.4557,41.0,75,90,4.61,US,1618535283
Noumea,-22.2763,166.4572,78.01,83,90,18.41,NC,1618535310
Evensk,61.95,159.2333,27.72,93,100,12.42,RU,1618535370
Kiunga,-6.1219,141.2906,87.57,57,19,3.29,PG,1618535377
Poum,-20.2333,164.0167,79.81,76,87,1.45,NC,1618535384
Mossamedes,-15.1961,12.1522,81.07,75,5,4.41,AO,1618535391
Aberystwyth,52.4155,-4.0829,30.99,100,6,4.38,GB,1618535397
Southbridge,42.0751,-72.0334,39.99,99,100,1.99,US,1618535404
Jumla,29.2747,82.1838,47.46,62,6,4.18,NP,1618534877
Owando,-0.4819,15.8999,72.27,93,100,0.96,CG,1618535417
Bud,39.447,-86.1758,48.0,65,6,2.46,US,1618535429
Aquiraz,-3.9014,-38.3911,81.0,89,75,6.91,BR,1618535436
Malindi,-3.2175,40.1191,81.23,78,100,12.17,KE,1618535442
Mergen,49.1833,125.2167,35.42,99,100,11.72,CN,1618535449
Gizo Government Station,-8.103,156.8419,85.03,70,41,4.0,SB,1618535456
Calabozo,8.9242,-67.4293,82.83,67,100,3.78,VE,1618535468
Christchurch,-43.5333,172.6333,75.0,27,0,21.85,NZ,1618535475
Mersing,2.4312,103.8405,75.2,94,20,4.61,MY,1618535481
Riviere-au-Renard,48.9957,-64.3971,30.2,86,1,4.56,CA,1618535494
Byron Bay,-28.65,153.6167,77.0,57,4,10.36,AU,1618535344
Chail,25.4333,81.6333,83.8,25,1,8.46,IN,1618535507
Mehamn,71.0357,27.8492,35.13,89,100,21.41,NO,1618535514
Oberstdorf,47.4,10.2833,27.0,84,21,5.84,DE,1618535520
Paiçandu,-23.4575,-52.0486,73.4,56,0,5.75,BR,1618535527
Shitanjing,39.2342,106.3439,36.61,39,0,16.91,CN,1618535533
Nouadhibou,20.931,-17.0347,66.2,77,0,17.27,MR,1618535546
Fayaoué,-20.65,166.5333,79.97,78,100,3.83,NC,1618535552
Zhuhai,22.2769,113.5678,77.0,88,40,9.22,CN,1618535345
Dillon,34.4166,-79.3712,66.0,88,90,6.31,US,1618535572
Paranaíba,-19.6772,-51.1908,72.39,65,56,4.61,BR,1618535578
Waingapu,-9.6567,120.2641,80.82,70,98,4.29,ID,1618535585
Iskateley,67.6803,53.1512,23.94,83,25,14.09,RU,1618535591
Aldan,58.6031,125.3894,26.17,80,80,12.39,RU,1618535598
Isangel,-19.55,169.2667,86.0,74,40,8.05,VU,1618535604
Labuan,5.2767,115.2417,82.4,78,20,2.3,MY,1618535611
Kudahuvadhoo,2.6708,72.8944,82.44,69,89,7.23,MV,1618535617
Launceston,-41.45,147.1667,55.99,54,5,11.5,AU,1618535521
Port Hardy,50.6996,-127.4199,62.6,48,1,8.05,CA,1618535630
Berlevåg,70.8578,29.0864,36.23,87,100,24.58,NO,1618535637
Aranos,-24.1333,19.1167,69.87,22,40,7.78,NA,1618535643
Hambantota,6.1241,81.1185,73.4,100,20,3.44,LK,1618535656
Ilhabela,-23.7781,-45.3581,72.57,79,21,9.46,BR,1618535663
Weiser,44.251,-116.9693,66.2,20,20,4.61,US,1618535669
Coyhaique,-45.5752,-72.0662,51.8,71,75,4.61,CL,1618535404
Burē,10.7,37.0667,61.07,53,9,3.47,ET,1618535682
Vändra,58.6481,25.0361,35.01,62,90,5.01,EE,1618535689
Pavlogradka,54.2024,73.5592,41.09,81,13,9.62,RU,1618535695
Kuah,6.3265,99.8432,80.6,89,20,3.96,MY,1618535702
Manaure,11.7751,-72.4445,82.4,72,98,16.75,CO,1618535709
Patrocínio,-18.9439,-46.9925,69.8,68,0,9.22,BR,1618535716
Zharkent,44.1628,80.0,56.64,24,42,0.72,KZ,1618535722
Hirara,24.8,125.2833,73.4,94,75,11.5,JP,1618535729
El Alto,-4.2714,-81.2147,69.42,74,100,10.29,PE,1618535736
Lensk,60.7253,114.9278,28.51,84,100,17.07,RU,1618535742
Taltal,-25.4,-70.4833,63.43,81,26,4.25,CL,1618535749
Yangjiang,21.85,111.9667,76.86,83,100,8.32,CN,1618535761
Jackson,42.4165,-122.8345,71.6,20,1,8.05,US,1618535768
Arman',59.7,150.1667,26.4,73,53,5.5,RU,1618535774
Yazoo City,32.8551,-90.4056,66.2,55,1,3.44,US,1618535542
Jérémie,18.65,-74.1167,76.05,72,5,2.53,HT,1618535787
Tiruchchendur,8.4833,78.1167,77.0,88,40,6.58,IN,1618535794
Tvøroyri,61.5556,-6.8111,44.6,87,14,20.71,FO,1618535807
Santa Cruz del Sur,20.7147,-77.9956,76.32,67,7,3.04,CU,1618535813
Sawtell,-30.3833,153.1,73.4,49,28,16.11,AU,1618535820
Hede,33.7681,120.2517,61.59,61,100,14.0,CN,1618535827
Margate,51.3813,1.3862,42.01,75,97,1.99,GB,1618535846
Paramonga,-10.6667,-77.8333,67.87,83,90,7.2,PE,1618535852
Ketchikan,55.3422,-131.6461,57.2,51,1,10.36,US,1618535739
Gazli,40.1333,63.45,60.51,26,0,4.68,UZ,1618535865
Omboué,-1.5746,9.2618,78.8,87,100,4.36,GA,1618535836
Ipanema,-30.1391,-51.2244,73.99,78,0,2.55,BR,1618535878
Pathein,16.7833,94.7333,83.37,67,100,7.96,MM,1618535885
Shubarshi,48.5872,57.1869,49.55,52,0,7.16,KZ,1618535891
Kieta,-6.2167,155.6333,85.3,69,91,4.32,PG,1618535898
Dombarovskiy,50.7587,59.5386,45.23,52,13,4.72,RU,1618535905
Zhanakorgan,43.9098,67.2495,55.31,61,7,9.42,KZ,1618535911
Port-Cartier,50.0334,-66.8654,37.0,75,20,11.5,CA,1618535918
Najrān,17.4924,44.1277,77.0,33,72,13.8,SA,1618535924
Chibuto,-24.6867,33.5306,64.63,88,5,3.44,MZ,1618535937
Amga,60.8953,131.9608,30.43,87,92,5.28,RU,1618535943
Mokhsogollokh,61.4681,128.9203,28.87,88,95,6.24,RU,1618535950
Beira,-19.8436,34.8389,73.4,83,20,3.58,MZ,1618535812
Bereda,43.2686,-7.5406,36.0,94,0,5.99,ES,1618535962
Kirando,-7.4167,30.6,70.38,82,100,6.85,TZ,1618535969
Chapleau,47.8405,-83.4034,32.0,93,90,10.36,CA,1618535975
Nemuro,43.3236,145.575,51.8,35,75,12.66,JP,1618535982
Bangkalan,-7.0455,112.7351,84.2,79,20,3.44,ID,1618535988
Kamenka,51.3223,42.7678,48.0,79,85,2.26,RU,1618535995
The Valley,18.217,-63.0578,78.8,69,20,9.22,AI,1618535885
Farafangana,-22.8167,47.8333,73.0,92,17,6.29,MG,1618536009
Vanavara,60.34,102.2797,33.76,97,100,16.46,RU,1618536015
Octeville,49.6261,-1.6435,44.01,75,75,8.05,FR,1618536022
Dunedin,-45.8742,170.5036,54.0,84,100,4.0,NZ,1618536028
Kahului,20.8947,-156.47,80.6,54,1,14.97,US,1618536035
Baião,-2.7906,-49.6717,73.38,97,100,2.39,BR,1618536048
Dilla,6.41,38.31,63.12,84,60,3.18,ET,1618536054
Bay Roberts,47.5999,-53.2648,33.01,94,100,8.01,CA,1618536060
Vila Franca do Campo,37.7167,-25.4333,57.2,88,20,2.3,PT,1618536067
Province of Mantua,45.1667,10.7833,39.0,85,2,1.99,IT,1618536073
Xingyi,24.1877,102.817,67.71,44,24,5.3,CN,1618536080
Cartagena del Chairá,1.3349,-74.8429,74.23,91,72,0.54,CO,1618536086
Norman Wells,65.282,-126.8329,55.4,28,20,5.75,CA,1618536093
Khovd,48.0056,91.6419,40.68,35,0,0.96,MN,1618536099
Saint-Junien,45.8833,0.9,37.99,56,0,10.36,FR,1618536106
Rio Grande,-32.035,-52.0986,68.74,85,100,3.8,BR,1618536112
Chase,50.8165,-119.6857,73.4,45,1,2.3,CA,1618536119
La Rioja,42.25,-2.5,37.4,81,0,9.22,ES,1618536125
Keti Bandar,24.1447,67.4497,79.21,79,5,9.53,PK,1618536138
Ixtapa,20.7,-105.2,77.0,78,1,6.91,MX,1618536151
Talen,23.5667,76.7167,81.1,27,16,7.05,IN,1618536157
Kokopo,-4.352,152.2633,83.89,66,93,4.18,PG,1618536164
Backnang,48.95,9.4333,33.01,75,94,3.56,DE,1618536170
Jalu,29.0331,21.5482,69.19,25,0,7.54,LY,1618536177
Hongjiang,27.11,109.9956,61.92,96,100,1.74,CN,1618536183
Kambove,-10.8764,26.5969,56.57,95,18,4.23,CD,1618536190
Barcelos,41.5388,-8.6151,57.0,94,0,5.75,PT,1618536196
Waipawa,-41.4122,175.5153,68.0,56,0,20.71,NZ,1618536187
Caucayá,-0.1934,-74.7819,74.57,92,100,1.32,CO,1618536209
Abatskiy,56.2875,70.4555,47.39,88,100,8.79,RU,1618536215
El Copé,8.6167,-80.6,78.8,83,75,4.61,PA,1618536222
Puerto Baquerizo Moreno,-0.9,-89.6,77.45,85,24,3.98,EC,1618536162
Itoman,26.1247,127.6694,75.2,78,75,10.36,JP,1618536234
Zachary,30.6485,-91.1565,69.01,77,1,5.75,US,1618536241
